local;oaci;iata;tipo;denominacion;coordenadas;latitud;longitud;elev;uom_elev;ref;distancia_ref;direccion_ref;condicion;control;region;fir;uso;trafico;sna;concesionado;provincia;inhab
HLU;;;Helipuerto;"LUJÁN/TRANSENER S.A.";"32°22' 0""S  66° 3'59""W";-66.06642300;-32.36666900;600.00;Metros;Luján;9.0;O;PRIVADO;NOCONTROL;RANO;SACF;CIVIL;Nacional;NO;NO;"SAN LUIS";NO
HMA;;;Helipuerto;"HUDSON/MANUEL AFONSO";"34°48'56""S  58°11'43""W";-58.19541200;-34.81550900;11.00;Metros;;0.0;;PUBLICO;NOCONTROL;RACE;SAEF;CIVIL;Nacional;NO;NO;"BUENOS AIRES";NO
HMC;;;Helipuerto;"GARÍN/MIRAFLORES COUNTRY CLUB";"34°26'45""S  58°44' 3""W";-58.73406100;-34.44591500;21.00;Metros;Garin;2.6;S;PRIVADO;NOCONTROL;RACE;SAEF;CIVIL;Nacional;NO;NO;"BUENOS AIRES";NO
HMD;;;Helipuerto;"BUENOS AIRES/HELIPUERTO SWISS MEDICAL";"34°34'52""S  58°25'46""W";-58.42952800;-34.58105300;59.00;Metros;"Juan B. Justo 909";0.0;Lindando;PRIVADO;NOCONTROL;RACE;SAEF;CIVIL;Nacional;NO;NO;"CIUDAD AUTÓNOMA DE BUENOS AIRES";NO
HME;;;Helipuerto;PILAR/MEMORIAL;"34°26'40""S  58°50'12""W";-58.83670600;-34.44444900;19.00;Metros;"Ruta Panamericana Km. 46";0.0;;PRIVADO;NOCONTROL;RACE;SAEF;CIVIL;Nacional;NO;NO;"BUENOS AIRES";NO
HMF;;;Helipuerto;"LA MATANZA/OFICIAL SUBINSPECTOR GUSTAVO SOAREZ DE SOUZA";"34°43'25""S  58°30'54""W";-58.51492300;-34.72358500;43.00;Metros;"Ruta 4 y Autopista Richieri";0.0;O;PRIVADO;NOCONTROL;RACE;SAEF;CIVIL;Nacional;NO;NO;"BUENOS AIRES";NO
HMG;;;Helipuerto;"BUENOS AIRES / MADERO HARBOUR";"34°37'16""S  58°21'39""W";-58.36092778;-34.62097778;78.80;Metros;"Edificio T5 - Complejo Madero Harbour";;;PRIVADO;NOCONTROL;RACE;SAEF;CIVIL;Nacional;NO;NO;"CIUDAD AUTÓNOMA DE BUENOS AIRES";NO
HMH;;;Helipuerto;"SAN FERNANDO/PARANÁ MINÍ";"34°10'16""S  58°30'39""W";-58.51079500;-34.17104100;5.00;Metros;"Río Paraná Miní";0.0;E;PRIVADO;NOCONTROL;RACE;SAEF;CIVIL;Nacional;NO;NO;"BUENOS AIRES";NO
HMM;;;Helipuerto;"DR. MARIANO MORENO";"34°33'46""S  58°47'26""W";-58.79056900;-34.56290800;32.00;Metros;"José C. Paz";7.0;S;PRIVADO;NOCONTROL;RACE;SAEF;MIL;Nacional;NO;NO;"BUENOS AIRES";NO
HMQ;;;Helipuerto;"HELIPLATAFORMA AM5";"52°34'14""S  68°15'12""W";-68.25333300;-52.57055600;30.00;Metros;"Estrecho de Magallanes";0.0;Lindando;PRIVADO;NOCONTROL;RASU;SAVF;CIVIL;Nacional;NO;NO;"TIERRA DEL FUEGO ANTÁRTIDA E ISLAS DEL ATLÁNTICO SUR";NO
HMT;;;Helipuerto;"MONTE CRISTO/TRANSENER S.A.";"31°20'21""S  63°54'50""W";-63.91385100;-31.33920000;330.00;Metros;"Monte Cristo";3.0;E;PRIVADO;NOCONTROL;RANO;SACF;CIVIL;Nacional;NO;NO;CÓRDOBA;NO
HMY;;;Helipuerto;"LA MATANZA/TERMINAL Y.P.F.";"34°43'55""S  58°33'28""W";-58.55771100;-34.73188600;10.00;Metros;"Ruta Prov. 21 y Av. Cristianía";0.0;Lindando;PRIVADO;NOCONTROL;RACE;SAEF;CIVIL;Nacional;NO;NO;"BUENOS AIRES";NO
HNB;;;Helipuerto;TIGRE/NORDELTA;"34°26'23""S  58°38'32""W";-58.64214700;-34.43963900;5.00;Metros;Tigre;2.0;NNO;PRIVADO;NOCONTROL;RACE;SAEF;CIVIL;Nacional;NO;NO;"BUENOS AIRES";NO
HNE;;;Helipuerto;"VILLA NUEVA/DAYRY PARTNERS AMERICAS MANUFACTURING ARGENTINA S.A";"32°26'16""S  63°13'27""W";-63.22409000;-32.43771300;195.00;Metros;"Villa Nueva";0.0;Lindando;PRIVADO;NOCONTROL;RANO;SACF;CIVIL;Nacional;NO;NO;CÓRDOBA;NO
HNH;;;Helipuerto;"HELIPLATAFORMA NOBLE HOUSTON COLBERT";"53° 5'54""S  67°13'13""W";-67.22027800;-53.09833300;63.50;Metros;"Cuenca Marina Austral I Aguas Juridiccionales Argentinas";;;PRIVADO;NOCONTROL;RASU;SAVF;;Nacional;NO;NO;"TIERRA DEL FUEGO ANTÁRTIDA E ISLAS DEL ATLÁNTICO SUR";NO
HNO;;;Helipuerto;"HELIPLATAFORMA/RÍO CULLEN-HIDRANORT";"52°49'14""S  68°13' 9""W";-68.21916700;-52.82055600;20.00;Metros;;0.0;Lindando;PRIVADO;NOCONTROL;RASU;SAVF;CIVIL;Nacional;NO;NO;"TIERRA DEL FUEGO ANTÁRTIDA E ISLAS DEL ATLÁNTICO SUR";NO
HNP;;;Helipuerto;"BUENOS AIRES/HOSPITAL NACIONAL DE PEDIATRÍA PROF. JUAN GARRAHAM";"34°37'52""S  58°23'38""W";-58.39383500;-34.63098000;39.00;Metros;"Av. Juan de Garay y Pichincha";0.0;Lindando;PUBLICO;NOCONTROL;RACE;SAEF;CIVIL;Nacional;NO;NO;"CIUDAD AUTÓNOMA DE BUENOS AIRES";NO
HOB;;;Helipuerto;"ALTA GRACIA/ORESTE BERTA";"31°37'59""S  64°23'52""W";-64.39776800;-31.63306100;570.00;Metros;"Alta Gracia";3.5;NE;PRIVADO;NOCONTROL;RANO;SACF;CIVIL;Nacional;NO;NO;CÓRDOBA;NO
HOC;;;Helipuerto;"HELIPLATAFORMA OCEANIC CHAMPION";"52°50' 0""S  66°25' 0""W";-66.41666667;-52.83333333;20.00;Metros;"Río Grande";138.9;;PRIVADO;NOCONTROL;RASU;SAVF;;Nacional;NO;NO;"TIERRA DEL FUEGO ANTÁRTIDA E ISLAS DEL ATLÁNTICO SUR";NO
HOS;;;Helipuerto;"HELIPLATAFORMA MÓVIL OCEAN SCEPTER";"46°28' 0""S  67°25'60""W";-67.43333300;-46.46666700;154.00;Metros;"Golfo San Jorge";0.0;Lindando;PRIVADO;NOCONTROL;RASU;SAVF;CIVIL;Nacional;NO;NO;"SANTA CRUZ";NO
HPA;;;Helipuerto;"BUENOS AIRES/PRESIDENCIA DE LA NACIÓN";"34°36'23""S  58°22' 6""W";-58.36832200;-34.60643300;8.00;Metros;"Av Madero,Tte. Gral. Perón y Av. La Rábida";0.0;Lindando;PRIVADO;NOCONTROL;RACE;SAEF;CIVIL;Nacional;NO;NO;"CIUDAD AUTÓNOMA DE BUENOS AIRES";NO
HPC;;;Helipuerto;"CÓRDOBA/POLICIA PROVINCIA DE CÓRDOBA";"31°24'30""S  64°11'58""W";-64.19943400;-31.40821000;393.00;Metros;Córdoba;0.0;O;PUBLICO;NOCONTROL;RANO;SACF;CIVIL;Nacional;NO;NO;CÓRDOBA;NO
HPD;;;Helipuerto;"MENDOZA/POLICIA DE LA PROVINCIA DE MENDOZA";"32°52'42""S  68°52' 4""W";-68.86774400;-32.87838700;807.00;Metros;"Aeropuerto de Mendoza";8.0;OSO;PRIVADO;NOCONTROL;RANO;SAMF;CIVIL;Nacional;NO;NO;MENDOZA;NO
HPE;;;Helipuerto;"PARANÁ/HOSPITAL MATERNO INFANTIL SAN ROQUE";"31°43'48""S  60°31'17""W";-60.52126500;-31.73002700;81.00;Metros;Paraná;0.0;;PUBLICO;NOCONTROL;RACE;SAEF;CIVIL;Nacional;NO;NO;"ENTRE RÍOS";NO
HPG;;;Helipuerto;"PIEDRA DEL ÁGUILA/TRANSENER S.A.";"40° 9'41""S  70° 2'33""W";-70.04240800;-40.16129700;702.00;Metros;"Piedra del Águila";13.5;S;PRIVADO;NOCONTROL;RACE;SAEF;CIVIL;Nacional;NO;NO;NEUQUÉN;NO
HPI;;;Helipuerto;"PILAR GOLF/PIERO VARA";"34°25'59""S  58°58'21""W";-58.97248600;-34.43312800;12.00;Metros;Pilar;6.0;ONO;PRIVADO;NOCONTROL;RACE;SAEF;;Nacional;NO;NO;"BUENOS AIRES";NO
HPL;;;Helipuerto;"LA RIOJA/HELIPUERTO POLICIA PROVINCIAL C.A.P.E.";"29°26' 8""S  66°51'48""W";-66.86320300;-29.43559200;520.00;Metros;"La Rioja";2.6;SSO;PRIVADO;NOCONTROL;RANO;SACF;CIVIL;Nacional;NO;NO;"LA RIOJA";NO
HPM;;;Helipuerto;"LA PLATA/POLICLÍNICO SAN MARTÍN";"34°55'29""S  57°55'19""W";-57.92192800;-34.92458400;21.00;Metros;"Av. 1 y Calle 71";0.0;Lindando;PUBLICO;NOCONTROL;RACE;SAEF;CIVIL;Nacional;NO;NO;"BUENOS AIRES";NO
HPN;;;Helipuerto;"BUENOS AIRES/P.N.A. OF. PPAL. BALLESTRA";"34°34'38""S  58°23' 2""W";-58.38382900;-34.57720700;6.00;Metros;"Junín y Rafael Obligado (Dársena F)";0.0;Lindando;PRIVADO;NOCONTROL;RACE;SAEF;MIL;Nacional;NO;NO;"CIUDAD AUTÓNOMA DE BUENOS AIRES";NO
HPO;;;Helipuerto;"PUERTO ESPERANZA";"25°59'25""S  54°38'18""W";-54.63829800;-25.99034000;155.00;Metros;Esperanza;4.7;NO;PRIVADO;NOCONTROL;RANE;SARR;CIVIL;Nacional;NO;NO;MISIONES;NO
HPS;;;Helipuerto;"PACHÓN/HELIPUERTO PACHÓN MINERA S.A.";"31°45'36""S  70°24'44""W";-70.41209000;-31.76005600;3600.00;Metros;Pachón;0.0;Lindando;PRIVADO;NOCONTROL;RANO;SAMF;;Nacional;NO;NO;"SAN JUAN";NO
HPT;;;Helipuerto;"SAN MARTÍN/COOPERATIVA DE TRABAJOS PORTUARIOS LIMITADA";"32°43' 9""S  60°43'35""W";-60.72647778;-32.71917778;9.00;Metros;"Puerto General San Martín";0.5;SE;PRIVADO;NOCONTROL;RACE;SAEF;CIVIL;Nacional;NO;NO;"SANTA FÉ";NO
HPU;;;Helipuerto;"PUELCHES/TRANSENER S.A.";"38° 8'52""S  65°49'30""W";-65.82494600;-38.14770300;229.00;Metros;Puelches;8.0;E;PRIVADO;NOCONTROL;RACE;SAEF;CIVIL;Nacional;NO;NO;"LA PAMPA";NO
HRC;;;Helipuerto;"CARMEN DE ARECO/SAN JOAQUÍN";"34°20'19""S  59°43'17""W";-59.72146300;-34.33847400;42.00;Metros;"Carmen de Areco";16.0;NE;PRIVADO;NOCONTROL;RACE;SAEF;CIVIL;Nacional;NO;NO;"BUENOS AIRES";NO
HRE;;;Helipuerto;"RECREO/TRANSENER S.A.";"29°15'46""S  65° 3'30""W";-65.05824700;-29.26276900;247.00;Metros;Recreo;0.0;;PRIVADO;NOCONTROL;RANO;SACF;CIVIL;Nacional;NO;NO;CATAMARCA;NO
HRI;;;Helipuerto;"HELIPLATAFORMA CARINA/TOTAL FINA ELF";"52°45'26""S  67°13'10""W";-67.21944400;-52.75722200;0.00;Pies;;0.0;;PRIVADO;NOCONTROL;RASU;SAVF;CIVIL;Nacional;NO;NO;"TIERRA DEL FUEGO ANTÁRTIDA E ISLAS DEL ATLÁNTICO SUR";NO
HRM;;;Helipuerto;"SAN MARTÍN DE LOS ANDES/RANCHO DE MONTAÑA";"40° 9' 8""S  71°17' 7""W";-71.28537900;-40.15226400;1005.00;Metros;"San Martín de los Andes";5.0;E;PRIVADO;NOCONTROL;RACE;SAEF;CIVIL;Nacional;NO;NO;NEUQUÉN;NO
HRR;;;Helipuerto;MORRISON;"32°35'10""S  62°50' 6""W";-62.83505000;-32.58609200;142.00;Metros;Morrison;3.5;NO;PRIVADO;NOCONTROL;RANO;SACF;CIVIL;Nacional;NO;NO;CÓRDOBA;NO
HRT;;;Helipuerto;"ROMANG/TRANSENER S.A.";"29°27'41""S  59°45'53""W";-59.76476500;-29.46148300;58.00;Metros;Romang;3.5;E;PRIVADO;NOCONTROL;RANE;SARR;CIVIL;Nacional;NO;NO;"SANTA FÉ";NO
HRW;;;Helipuerto;"RÍO GRANDE/EA. RÍO EWAN";"54°14' 1""S  67°12'48""W";-67.21324000;-54.23355000;33.70;Metros;"Río Grande";59.0;SE;PRIVADO;NOCONTROL;RASU;SAVF;CIVIL;Nacional;NO;NO;"TIERRA DEL FUEGO ANTÁRTIDA E ISLAS DEL ATLÁNTICO SUR";NO
HSC;;;Helipuerto;"SPEGAZZINI/CENTRAL TÉRMICA";"34°54' 7""S  58°36'56""W";-58.61566667;-34.90202778;17.00;Metros;"Carlos Spegazzini";2.2;NW;PRIVADO;NOCONTROL;RACE;SAEF;CIVIL;Nacional;NO;NO;"BUENOS AIRES";NO
HSD;;;Helipuerto;"MORENO/COUNTRY CLUB SAN DIEGO";"34°36' 2""S  58°50'27""W";-58.84092800;-34.60046600;23.50;Metros;Moreno;7.5;NO;PRIVADO;NOCONTROL;RACE;SAEF;;Nacional;NO;NO;"BUENOS AIRES";NO
HSG;;;Helipuerto;"BUENOS AIRES/SANATORIO GÜEMES";"34°35'49""S  58°25'19""W";-58.42194500;-34.59703000;82.00;Metros;"Facundo Acuña de Figueroa y Av. Córdoba";0.0;Lindando;PRIVADO;NOCONTROL;RACE;SAEF;CIVIL;Nacional;NO;NO;"CIUDAD AUTÓNOMA DE BUENOS AIRES";NO
HSH;;;Helipuerto;"SAN ANDRÉS DE GILES/HOSPITAL MUNICIPAL";"34°26'56""S  59°26'58""W";-59.44941700;-34.44887900;47.00;Metros;"Rawson entre Soulé y Cámpora";0.0;;PUBLICO;NOCONTROL;RACE;SAEF;CIVIL;Nacional;NO;NO;"BUENOS AIRES";NO
HSJ;;;Aeródromo;"CURUZÚ CUATIÁ/EA. SAN JUAN";"29°36' 6""S  58° 1'19""W";-58.02205000;-29.60179000;82.00;Metros;"Curuzú Cuatiá";20.0;N;PRIVADO;NOCONTROL;RANE;SARR;CIVIL;Nacional;NO;NO;CORRIENTES;NO
HSM;;;Helipuerto;"TIGRE/ISLA SANTA MÓNICA";"34°24'53""S  58°30'27""W";-58.50736500;-34.41472400;3.00;Metros;;0.0;Lindando;PRIVADO;NOCONTROL;RACE;SAEF;CIVIL;Nacional;NO;NO;"BUENOS AIRES";NO
HSN;;;Helipuerto;"SAN NICOLÁS DE LOS ARROYOS/MIGUEL COLOMBISE";"33°21'32""S  60°14'58""W";-60.24935300;-33.35893200;27.00;Metros;"Estación FFCC local";2.7;SO;PUBLICO;NOCONTROL;RACE;SAEF;CIVIL;Nacional;NO;NO;"BUENOS AIRES";NO
HSR;;;Helipuerto;"SANTA CRUZ/EA. SAN RAMÓN";"50°18'11""S  69°55' 4""W";-69.91766400;-50.30303600;374.00;Metros;"Puerto Santa Cruz";104.0;SO;PRIVADO;NOCONTROL;RASU;SAVF;CIVIL;Nacional;NO;NO;"SANTA CRUZ";NO
HSW;;;Helipuerto;"HELIPLATAFORMA SWIBER PJW3000";"53° 4'35""S  67°57'50""W";-67.96400424;-53.07649481;36.00;Metros;"Campo Vega Pleyade (531929S-0674311W 530346S-0674649W 525444S-0680635W 525554S-0681826W)";;;PRIVADO;NOCONTROL;RASU;SAVF;;Nacional;NO;NO;"TIERRA DEL FUEGO ANTÁRTIDA E ISLAS DEL ATLÁNTICO SUR";NO
HTA;;;Helipuerto;"CONCEPCIÓN DEL URUGUAY/HELIPUERTO TALITAS";"32°32'53""S  58°14'27""W";-58.24070500;-32.54818800;8.00;Metros;"Concepción del Uruguay";17.0;SSO;PRIVADO;NOCONTROL;RACE;SAEF;CIVIL;Nacional;NO;NO;"ENTRE RÍOS";NO
HTD;;;Helipuerto;"TANDIL/EA. LA PASCUALA";"37°23'37""S  58°57'59""W";-58.96640300;-37.39371100;220.00;Metros;Tandil;22.3;S;PRIVADO;NOCONTROL;RACE;SAEF;CIVIL;Nacional;NO;NO;"BUENOS AIRES";NO
HTE;;;Helipuerto;SALTA/TEMET;"24°50'10""S  65°22'20""W";-65.37234700;-24.83624200;1180.00;Metros;Salta;6.5;SE;PRIVADO;NOCONTROL;RANO;SACF;CIVIL;Nacional;NO;NO;SALTA;NO
HTL;;;Helipuerto;"TRENQUE LAUQUEN/EA. LA CHACOTA";"35°54'48""S  62°38'30""W";-62.64166700;-35.91333300;90.00;Metros;"Trenque Lauquen";13.0;NE;PRIVADO;NOCONTROL;RACE;SAEF;CIVIL;Nacional;NO;NO;"BUENOS AIRES";NO
HTS;;;Helipuerto;"EL TURBIO/EA. SANTA ANA";"51°41' 9""S  71°58' 4""W";-71.96774700;-51.68579600;665.00;Metros;"El Turbio";9.5;E;PRIVADO;NOCONTROL;RASU;SAVF;CIVIL;Nacional;NO;NO;"SANTA CRUZ";NO
HUE;;;Aeródromo;CARHUÉ;"37°11'38""S  62°46'53""W";-62.78138889;-37.19388889;110.00;Metros;Carhué;1.5;SO;PRIVADO;NOCONTROL;RACE;SAEF;CIVIL;Nacional;NO;NO;"BUENOS AIRES";NO
HUG;;;Aeródromo;HUANGUELÉN;"37° 3'10""S  61°57'12""W";-61.95324000;-37.05267000;158.00;Metros;Huanguelén;2.0;N;PRIVADO;NOCONTROL;RACE;SAEF;CIVIL;Nacional;NO;NO;"BUENOS AIRES";NO
HUI;;;Aeródromo;"HUINCA RENANCÓ";"34°49'13""S  64°22'27""W";-64.37412000;-34.82041000;180.00;Metros;"Huinca Renancó";2.0;N;PUBLICO;NOCONTROL;RACE;SACF;CIVIL;Nacional;NO;NO;CÓRDOBA;NO
HUM;;;Aeródromo;"HUMBOLDT/ESTABLECIMIENTO LA ADELITA";"31°23'23""S  61° 8'33""W";-61.14256000;-31.38986000;50.00;Metros;Humboldt;5.5;O;PRIVADO;NOCONTROL;RACE;SAEF;AEROAPP;Nacional;NO;NO;"SANTA FÉ";NO
HUP;;;Helipuerto;"GENERAL ALVEAR/UNIDAD PENITENCIARIA N° 30";"36° 2'40""S  60° 1' 0""W";-60.01666700;-36.04444400;55.00;Metros;"General Alvear";2.5;S;PRIVADO;NOCONTROL;RACE;SAEF;CIVIL;Nacional;NO;NO;"BUENOS AIRES";NO
HUU;;;Helipuerto;"HELIPUERTO SATURNINO UNZUÉ";"35°25'24""S  60° 9'34""W";-60.15954100;-35.42323600;50.00;Metros;"Estación FFCC";8.0;E;PRIVADO;NOCONTROL;RACE;SAEF;CIVIL;Nacional;NO;NO;"BUENOS AIRES";NO
HVA;;;Helipuerto;"TIGRE/VILLA LA ÑATA";"34°22'31""S  58°39'21""W";-58.65575500;-34.37523100;3.00;Metros;"Estación FFCC Tigre";8.6;NO;PRIVADO;NOCONTROL;RACE;SAEF;CIVIL;Nacional;NO;NO;"BUENOS AIRES";NO
HVM;;;Helipuerto;"VILLA MARTELLI/CITEFA";"34°33'28""S  58°30'20""W";-58.50550100;-34.55772800;17.00;Metros;"Zufriategui,Mansi y Gral. Paz";0.0;Lindando;PRIVADO;NOCONTROL;RACE;SAEF;CIVIL;Nacional;NO;NO;"BUENOS AIRES";NO
HWG;;;Helipuerto;"BUQUE W. G. VESPUCCI";"52°53'60""S  66°49' 0""W";-66.81666667;-52.90000000;28.00;Metros;"25 de Mayo 555 Piso 19-20 CABA";0.0;;PRIVADO;NOCONTROL;RASU;SAVF;CIVIL;Nacional;NO;NO;"TIERRA DEL FUEGO ANTÁRTIDA E ISLAS DEL ATLÁNTICO SUR";NO
HYC;;;Helipuerto;"YACANTO DE CALAMUCHITA/ROCA VAL";"32° 3'35""S  64°46'49""W";-64.78035300;-32.05978000;1050.00;Metros;"Villa Yacanto";3.0;NNO;PRIVADO;NOCONTROL;RANO;SACF;CIVIL;Nacional;NO;NO;CÓRDOBA;NO
HZA;;;Aeródromo;"MAIPÚ/ESTABLECIMIENTO EL ARAZA";"36°46'33""S  57°38'34""W";-57.64277778;-36.77583333;93.00;Metros;"Estación Santo Domingo";8.5;SE;PRIVADO;NOCONTROL;RACE;SAEF;;Nacional;NO;NO;"BUENOS AIRES";NO
IAA;;;Aeródromo;"INTENDENTE ALVEAR/AZCARATE IRATORSA";"35°11'19""S  63°36'38""W";-63.61052000;-35.18862000;127.00;Metros;"Intendente Alvear";5.0;NNO;PRIVADO;NOCONTROL;RACE;SAEF;AEROAPP;Nacional;NO;NO;"LA PAMPA";NO
IAC;SASQ;;Aeródromo;"LA QUIACA/DR. GUILLERMO EUGENIO SNOPEK";"22° 9'43""S  65°34'19""W";-65.57207000;-22.16195000;3480.00;Metros;"La Quiaca";6.0;SE;PUBLICO;NOCONTROL;RANO;SACF;CIVIL;Nacional;NO;NO;JUJUY;NO
IAL;;;Aeródromo;"INTENDENTE ALVEAR";"35°14' 1""S  63°33'57""W";-63.56571000;-35.23368000;127.00;Metros;"Intendente Alvear";2.5;E;PUBLICO;NOCONTROL;RACE;SAEF;CIVIL;Nacional;NO;NO;"LA PAMPA";NO
IBA;;;Aeródromo;"INES INDART/BELINGUERES AVIACIÓN";"34°16'40""S  60°30'16""W";-60.50444444;-34.27777778;63.70;Metros;Salto;14.0;NNE;PRIVADO;NOCONTROL;RACE;SAEF;CIVIL;Nacional;NO;NO;"BUENOS AIRES";NO
IBY;;;Aeródromo;"ISLAS DEL IBICUY";"33°44'38""S  58°40'52""W";-58.68099000;-33.74390000;6.00;Metros;"Islas de Ibicuy";3.0;S;PRIVADO;NOCONTROL;RACE;SAEF;CIVIL;Nacional;NO;NO;"ENTRE RÍOS";NO
ICO;;;Aeródromo;"COMODORO RIVADAVIA/13 DE DICIEMBRE";"45°54'15""S  67°33'32""W";-67.55888889;-45.90416667;52.00;Metros;"Comodoro Rivadavia";8.0;SSO;PUBLICO;NOCONTROL;RASU;SAVF;CIVIL;Nacional;NO;NO;CHUBUT;NO
IGL;;;Aeródromo;"INGENIERO LUIGGI";"35°21'20""S  64°28'31""W";-64.47527000;-35.35546000;193.00;Metros;"Ingeniero Luiggi";2.0;N;PUBLICO;NOCONTROL;RACE;SAEF;CIVIL;Nacional;NO;NO;"LA PAMPA";NO
IGU;SARI;IGR;Aeródromo;"CATARATAS DEL  IGUAZÚ/MY. D. CARLOS EDUARDO KRAUSE";"25°44'14""S  54°28'25""W";-54.47354000;-25.73722000;279.00;Metros;"Cataratas del Iguazú";18.0;SSE;PUBLICO;CONTROL;RANE;SARR;CIVIL;Internacional;SI;SI;MISIONES;NO
IJC;SAVJ;IGB;Aeródromo;"INGENIERO JACOBACCI/CABO F.A.A. H. R. BORDÓN";"41°19'16""S  69°34'34""W";-69.57611111;-41.32111111;892.00;Metros;"Ingeniero Jacobacci";2.5;ONO;PUBLICO;AERADIO;RASU;SAEF;CIVIL;Nacional;NO;NO;"RÍO NEGRO";NO
ILD;;;Aeródromo;CASILDA;"33° 3'45""S  61°12'35""W";-61.20973000;-33.06242000;77.00;Metros;Casilda;3.0;ONO;PUBLICO;NOCONTROL;RACE;SAEF;CIVIL;Nacional;NO;NO;"SANTA FÉ";NO
ILM;SADQ;;Aeródromo;QUILMES;"34°42'23""S  58°14'41""W";-58.24461000;-34.70643000;2.00;Metros;Quilmes;2.0;ENE;PRIVADO;AERADIO;RACE;SAEF;;Nacional;NO;NO;"BUENOS AIRES";NO
IRA;SAEM;;Aeródromo;MIRAMAR;"38°13'34""S  57°52'15""W";-57.87083333;-38.22611111;13.00;Metros;Miramar;4.0;NO;PUBLICO;AERADIO;RACE;SAEF;;Nacional;NO;NO;"BUENOS AIRES";NO
IRI;SATI;;Aeródromo;"BERNARDO DE IRIGOYEN";"26°16'54""S  53°40'21""W";-53.67257000;-26.28171000;815.00;Metros;"Bernardo de Irigoyen";4.0;SO;PUBLICO;AERADIO;RANE;SARR;CIVIL;Nacional;NO;NO;MISIONES;NO
ITO;SANO;;Aeródromo;"CHILECITO/BRIG. MY. JUAN FACUNDO QUIROGA";"29°13'24""S  67°26'22""W";-67.43944444;-29.22333333;945.00;Metros;Chilecito;7.2;SE;PUBLICO;NOCONTROL;RANO;SACF;CIVIL;Nacional;NO;NO;"LA RIOJA";NO
IVB;;;Aeródromo;"ISLA VERDE/D. HÉCTOR BIONDI";"33°14'48""S  62°24'55""W";-62.41538000;-33.24674000;118.00;Metros;"Isla Verde";1.0;SE;PUBLICO;NOCONTROL;RACE;SAEF;CIVIL;Nacional;NO;NO;CÓRDOBA;NO
IVL;;;Aeródromo;"ISLA VERDE/BIONDI";"33°13'24""S  62°24'17""W";-62.40464000;-33.22320000;119.00;Metros;"Isla Verde";2.0;NNE;PRIVADO;NOCONTROL;RANO;SACF;AEROAPP;Nacional;NO;NO;CÓRDOBA;NO
JAH;;;Aeródromo;"JUNÍN DE LOS ANDES/HOSTERIA SAN HUBERTO";"39°42'14""S  71°10'12""W";-71.17000000;-39.70388889;691.00;Metros;"Junín de los Andes";22.0;NE;PRIVADO;NOCONTROL;RACE;SAEF;CIVIL;Nacional;NO;NO;NEUQUÉN;NO
JAR;;;Aeródromo;"JACINTO ARAUZ";"38° 3'58""S  63°25'44""W";-63.42902000;-38.06600000;160.00;Metros;"Jacinto Arauz";1.0;N;PRIVADO;NOCONTROL;RACE;SAEF;CIVIL;Nacional;NO;NO;"LA PAMPA";NO
JBA;;;Aeródromo;"JUAN BAUTISTA ALBERDI";"34°29' 1""S  61°54'16""W";-61.90455000;-34.48351000;102.00;Metros;"Juan Bautista Alberdi";10.0;SO;PRIVADO;NOCONTROL;RACE;SAEF;AEROAPP;Nacional;NO;NO;"BUENOS AIRES";NO
JCM;;;Aeródromo;"JUÁREZ CELMAN/BRIG. MY. JUAN IGNACIO SAN MARTÍN";"31°12'40""S  64° 9'38""W";-64.16064000;-31.21113000;495.00;Metros;"Juárez Celman";20.0;N;PUBLICO;NOCONTROL;RANO;SACF;CIVIL;Nacional;NO;NO;CÓRDOBA;NO
JDA;;;Aeródromo;"JARDÍN DE AMÉRICA";"27° 1'57""S  55°11'53""W";-55.19805556;-27.03250000;205.00;Metros;"Jardín América";3.0;ENE;PRIVADO;NOCONTROL;RANE;SARR;CIVIL;Nacional;NO;NO;MISIONES;NO
JES;;;Aeródromo;"JESÚS MARÍA";"30°59'18""S  64° 4'41""W";-64.07797000;-30.98830000;530.00;Metros;"Jesús Maria";1.8;ESE;PUBLICO;NOCONTROL;RANO;SACF;CIVIL;Nacional;NO;NO;CÓRDOBA;NO
JGA;;;Aeródromo;"JOAQUIN V. GONZALEZ/AGROPECUARIA RÍO JURAMENTO";"25°11'12""S  64° 4'53""W";-64.08135000;-25.18660000;1184.00;Metros;Salta;8.0;SE;PRIVADO;NOCONTROL;RANO;SACF;CIVIL;Nacional;NO;NO;SALTA;NO
JLA;;;Aeródromo;"JUNÍN DE LOS ANDES/SAN IGNACIO";"39°50'44""S  70°51'55""W";-70.86537000;-39.84555000;691.00;Metros;"Junín de los Andes";22.0;NE;PRIVADO;NOCONTROL;RACE;SAEF;CIVIL;Nacional;NO;NO;NEUQUÉN;NO
JMB;;;Aeródromo;"TRES LOMAS";"36°26'35""S  62°52'45""W";-62.87927000;-36.44296000;116.00;Metros;"Tres Lomas";2.0;NO;PRIVADO;NOCONTROL;RACE;SAEF;;Nacional;NO;NO;"BUENOS AIRES";NO
JOC;;;Aeródromo;JOVITA/ANTARES;"34°31'55""S  63°57'38""W";-63.96055556;-34.53194444;154.00;Metros;Jovita;2.0;SO;PRIVADO;NOCONTROL;RACE;SAEF;AEROAPP;Nacional;NO;NO;CÓRDOBA;NO
